timestamp,website_url,error_type,error_message,region
2026-02-23T21:50:41.132Z,azurewebsites.net,internal,Error: net::ERR_NAME_NOT_RESOLVED at http://www.azurewebsites.net,germany
2026-02-23T21:51:06.617Z,bidswitch.net,internal,Error: net::ERR_NAME_NOT_RESOLVED at http://www.bidswitch.net,germany
2026-02-23T21:51:07.231Z,aboutads.info,internal,Error: net::ERR_TIMED_OUT at http://aboutads.info,germany
2026-02-23T21:51:12.644Z,shutterstock.com,http,403,germany
2026-02-23T21:51:35.697Z,target.com,internal,Error: Page crashed!,germany
2026-02-23T21:52:10.115Z,avast.com,internal,TypeError: Cannot read properties of undefined (reading 'length'),germany
2026-02-23T21:52:13.853Z,cambridge.org,http,403,germany
2026-02-23T21:52:15.648Z,fandom.com,http,403,germany
2026-02-23T21:52:19.777Z,agkn.com,http,404,germany
2026-02-23T21:52:27.888Z,zillow.com,http,403,germany
2026-02-23T21:52:29.500Z,heylink.me,http,403,germany
2026-02-23T21:52:30.788Z,unesco.org,internal,Error: net::ERR_EMPTY_RESPONSE at http://unesco.org,germany
2026-02-23T21:53:13.033Z,people.com,http,403,germany
2026-02-23T21:53:14.560Z,wildberries.ru,http,498,germany
2026-02-23T21:53:26.454Z,freepik.com,http,403,germany
2026-02-23T21:53:31.265Z,fiverr.com,http,403,germany
2026-02-23T21:53:35.190Z,liadm.com,internal,Error: net::ERR_NAME_NOT_RESOLVED at http://www.liadm.com,germany
2026-02-23T21:53:46.263Z,investopedia.com,http,403,germany
2026-02-23T21:53:50.099Z,curseforge.com,http,403,germany
2026-02-23T21:53:52.146Z,homedepot.com,http,403,germany
2026-02-23T21:53:57.232Z,allaboutcookies.org,http,403,germany
2026-02-23T21:53:58.713Z,atlassian.com,http,405,germany
2026-02-23T21:54:07.216Z,ozon.ru,http,403,germany
2026-02-23T21:54:14.594Z,creativecdn.com,internal,Error: net::ERR_ABORTED at http://creativecdn.com,germany
2026-02-23T21:55:44.385Z,33across.com,http,403,germany
2026-02-23T21:55:53.595Z,fda.gov,http,401,germany
2026-02-23T21:55:53.802Z,everesttech.net,internal,TimeoutError: Navigation timeout of 90000 ms exceeded,germany
